file_name,rows,file_size_bytes,sha256,public_archive_status
crsp_all_us_daily_2020.gz,1950716,86288824,8c1e883011705fb1e99f4cf3620467cabea5b19ae90f03b9c0d20ea7136121e3,excluded_license
crsp_all_us_daily_2021.gz,2189483,53553357,e363167934c5b3f34b2a3e61f2a7654e8cb4d95c901372ce1c6c5ee69f1d2d0b,excluded_license
crsp_all_us_daily_2022.gz,2392191,104829618,c6b115f5cecad81515e2c37f2e1c43e257c613a61c7c87dbab27a9ccc7b184a9,excluded_license
crsp_all_us_daily_2023.gz,2356482,58233373,0adfb9068d5ff76ada035e50b0e2fa04f0d8e04501899b127fe7d5d6b4bad2a3,excluded_license
crsp_all_us_daily_2024.gz,2404143,105819854,6c16626d2808876bba54c940a08a1d69770bff0b9f4087d6b8565cd7c0426f06,excluded_license
crsp_all_us_daily_2025.gz,2542416,111224405,50e34c64c4ea2681d18bcf9be0809a3236fa2ca6eb589e08ea4c5a195d0410d4,excluded_license
